学号,individual_report
pjxyqxbk067,"【学业发展诊断建议书】
学号：pjxyqxbk067 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体育课】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体育课】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体育课】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk068,"【学业发展诊断建议书】
学号：pjxyqxbk068 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【图书馆】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议维持当前状态，鼓励其在保持【图书馆】优势的同时，进一步优化在【讨论记录】维度的表现。"
pjxyqxbk070,"【学业发展诊断建议书】
学号：pjxyqxbk070 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk072,"【学业发展诊断建议书】
学号：pjxyqxbk072 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk074,"【学业发展诊断建议书】
学号：pjxyqxbk074 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【成绩】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【成绩】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【成绩】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk075,"【学业发展诊断建议书】
学号：pjxyqxbk075 | 诊断画像：平衡型稳健生 | 演化轨迹：持续优良型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【学生签到】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【作业提交】。

4. 干预建议：建议维持当前状态，鼓励其在保持【学生签到】优势的同时，进一步优化在【作业提交】维度的表现。"
pjxyqxbk076,"【学业发展诊断建议书】
学号：pjxyqxbk076 | 诊断画像：自律型领航者 | 演化轨迹：低活跃型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.958）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.958。核心归因为【综合偏差】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk079,"【学业发展诊断建议书】
学号：pjxyqxbk079 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【奖学金获奖】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【奖学金获奖】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【奖学金获奖】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk080,"【学业发展诊断建议书】
学号：pjxyqxbk080 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk081,"【学业发展诊断建议书】
学号：pjxyqxbk081 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk086,"【学业发展诊断建议书】
学号：pjxyqxbk086 | 诊断画像：平衡型稳健生 | 演化轨迹：持续优良型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【特征标签】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【奖学金获奖】。

4. 干预建议：建议维持当前状态，鼓励其在保持【特征标签】优势的同时，进一步优化在【奖学金获奖】维度的表现。"
pjxyqxbk090,"【学业发展诊断建议书】
学号：pjxyqxbk090 | 诊断画像：自律型领航者 | 演化轨迹：持续优良型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：该生行为模式稳定，但在评价体系中触发了【高危稳态偏离】。 系统判定的风险概率极高，达到 0.849。虽在【学科竞赛】上极其自律，但由于完全偏离了【体测数据】等关键考核指标，导致学业轨迹出现结构性偏差。

3. 诊断结论：系统判定风险概率为 0.849。核心归因为【综合偏差】，当前学业薄弱点为【体测数据】。

4. 干预建议：建议关注该生是否存在‘盲目自律’，需引导其将精力回归至【体测数据】，确保能顺利达成学业目标。"
pjxyqxbk094,"【学业发展诊断建议书】
学号：pjxyqxbk094 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体育课】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体育课】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体育课】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk095,"【学业发展诊断建议书】
学号：pjxyqxbk095 | 诊断画像：自律型领航者 | 演化轨迹：低活跃型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.85）。其在【体育课】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.85。核心归因为【综合偏差】，当前学业薄弱点为【体育课】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体育课】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk097,"【学业发展诊断建议书】
学号：pjxyqxbk097 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【四六级】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【四六级】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【四六级】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk098,"【学业发展诊断建议书】
学号：pjxyqxbk098 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk100,"【学业发展诊断建议书】
学号：pjxyqxbk100 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【选课】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【选课】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【选课】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk101,"【学业发展诊断建议书】
学号：pjxyqxbk101 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【基本信息】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【基本信息】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【基本信息】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk105,"【学业发展诊断建议书】
学号：pjxyqxbk105 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【特征标签】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【特征标签】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【特征标签】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk107,"【学业发展诊断建议书】
学号：pjxyqxbk107 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【基本信息】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【基本信息】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【基本信息】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk115,"【学业发展诊断建议书】
学号：pjxyqxbk115 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体测数据】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体测数据】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体测数据】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk116,"【学业发展诊断建议书】
学号：pjxyqxbk116 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk121,"【学业发展诊断建议书】
学号：pjxyqxbk121 | 诊断画像：平衡型稳健生 | 演化轨迹：持续优良型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【奖学金获奖】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【基本信息】。

4. 干预建议：建议维持当前状态，鼓励其在保持【奖学金获奖】优势的同时，进一步优化在【基本信息】维度的表现。"
pjxyqxbk125,"【学业发展诊断建议书】
学号：pjxyqxbk125 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 1.0）。其在【线上学习】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 1.0。核心归因为【行为轨迹发生显著漂移】，当前学业薄弱点为【线上学习】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【线上学习】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk131,"【学业发展诊断建议书】
学号：pjxyqxbk131 | 诊断画像：平衡型稳健生 | 演化轨迹：持续优良型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【特征标签】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【四六级】。

4. 干预建议：建议维持当前状态，鼓励其在保持【特征标签】优势的同时，进一步优化在【四六级】维度的表现。"
pjxyqxbk135,"【学业发展诊断建议书】
学号：pjxyqxbk135 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk137,"【学业发展诊断建议书】
学号：pjxyqxbk137 | 诊断画像：自律型领航者 | 演化轨迹：低活跃型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.953）。其在【体育课】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.953。核心归因为【综合偏差】，当前学业薄弱点为【体育课】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体育课】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk138,"【学业发展诊断建议书】
学号：pjxyqxbk138 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk140,"【学业发展诊断建议书】
学号：pjxyqxbk140 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【体育课】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【成绩】。

4. 干预建议：建议维持当前状态，鼓励其在保持【体育课】优势的同时，进一步优化在【成绩】维度的表现。"
pjxyqxbk144,"【学业发展诊断建议书】
学号：pjxyqxbk144 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk147,"【学业发展诊断建议书】
学号：pjxyqxbk147 | 诊断画像：自律型领航者 | 演化轨迹：低活跃型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.909）。其在【线上学习】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.909。核心归因为【综合偏差】，当前学业薄弱点为【线上学习】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【线上学习】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk148,"【学业发展诊断建议书】
学号：pjxyqxbk148 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk149,"【学业发展诊断建议书】
学号：pjxyqxbk149 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【学生签到】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议维持当前状态，鼓励其在保持【学生签到】优势的同时，进一步优化在【社团活动】维度的表现。"
pjxyqxbk150,"【学业发展诊断建议书】
学号：pjxyqxbk150 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【四六级】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【四六级】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【四六级】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk151,"【学业发展诊断建议书】
学号：pjxyqxbk151 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk154,"【学业发展诊断建议书】
学号：pjxyqxbk154 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【本科生综合测评】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议维持当前状态，鼓励其在保持【本科生综合测评】优势的同时，进一步优化在【社团活动】维度的表现。"
pjxyqxbk155,"【学业发展诊断建议书】
学号：pjxyqxbk155 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【作业提交】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【作业提交】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【作业提交】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk158,"【学业发展诊断建议书】
学号：pjxyqxbk158 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体育课】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体育课】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体育课】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk159,"【学业发展诊断建议书】
学号：pjxyqxbk159 | 诊断画像：平衡型稳健生 | 演化轨迹：持续优良型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【奖学金获奖】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议维持当前状态，鼓励其在保持【奖学金获奖】优势的同时，进一步优化在【本科生综合测评】维度的表现。"
pjxyqxbk160,"【学业发展诊断建议书】
学号：pjxyqxbk160 | 诊断画像：平衡型稳健生 | 演化轨迹：持续优良型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【作业提交】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【基本信息】。

4. 干预建议：建议维持当前状态，鼓励其在保持【作业提交】优势的同时，进一步优化在【基本信息】维度的表现。"
pjxyqxbk162,"【学业发展诊断建议书】
学号：pjxyqxbk162 | 诊断画像：自律型领航者 | 演化轨迹：低活跃型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 1.0）。其在【四六级】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 1.0。核心归因为【行为轨迹发生显著漂移】，当前学业薄弱点为【四六级】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【四六级】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk163,"【学业发展诊断建议书】
学号：pjxyqxbk163 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk165,"【学业发展诊断建议书】
学号：pjxyqxbk165 | 诊断画像：自律型领航者 | 演化轨迹：低活跃型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.911）。其在【特征标签】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.911。核心归因为【综合偏差】，当前学业薄弱点为【特征标签】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【特征标签】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk166,"【学业发展诊断建议书】
学号：pjxyqxbk166 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
