学号,full_report
pjxyqwbk724,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk724，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.837。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 作业提交 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 学科竞赛，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在学科竞赛方面的具体困难。"
pjxyqwbk728,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk728，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.872。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 体测数据_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk736,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk736，当前画像属于 自律 型。
画像深描：【学业游离型预警】注意：该生目前虽然标记为自律画像，但模型检测到其核心成绩指标或线上学习参与度存在断层。这部分同学正处于学业危险边缘，需重点关注其是否逐渐脱离校园正常轨道。

预警判定：当前学业风险分值为 0.948。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Portrait_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体测数据_特征轨迹_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体测数据_特征轨迹_vector.xlsx方面的具体困难。"
pjxyqwbk741,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk741，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.81。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 作业提交 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体能，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体能方面的具体困难。"
pjxyqwbk749,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk749，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.947。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Scholarship_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbk760,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk760，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.857。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbk761,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk761，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.877。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 选课，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在选课方面的具体困难。"
pjxyqwbk762,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk762，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.846。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 体育课_特征向量_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 社团活动_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在社团活动_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk777,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk777，当前画像属于 自律 型。
画像深描：【学业游离型预警】注意：该生目前虽然标记为自律画像，但模型检测到其核心成绩指标或线上学习参与度存在断层。这部分同学正处于学业危险边缘，需重点关注其是否逐渐脱离校园正常轨道。

预警判定：当前学业风险分值为 0.897。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 atten 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 成绩，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在成绩方面的具体困难。"
pjxyqwbk781,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk781，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.947。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 学生签到_特征向量.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 student_behavior_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在student_behavior_vector.xlsx方面的具体困难。"
pjxyqwbk799,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk799，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.978。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 Portrait_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体能，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体能方面的具体困难。"
pjxyqwbk808,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk808，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.883。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 Scholarship_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbk814,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk814，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.844。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 学生签到_特征向量.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在学生签到_特征向量.csv方面的具体困难。"
pjxyqwbk830,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk830，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.917。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Scholarship_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体测数据_特征轨迹_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体测数据_特征轨迹_vector.xlsx方面的具体困难。"
pjxyqwbk831,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk831，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.905。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体育课_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体育课_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk844,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk844，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.926。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 体育课_特征向量_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Scholarship_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Scholarship_vector.csv方面的具体困难。"
pjxyqwbk864,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk864，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.846。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Portrait_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 社团活动_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在社团活动_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk868,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk868，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.846。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 学生签到_特征向量.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在学生签到_特征向量.csv方面的具体困难。"
pjxyqwbk871,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk871，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.861。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 四六级_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在四六级_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk885,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk885，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.944。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 Scholarship_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体测数据_特征轨迹_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体测数据_特征轨迹_vector.xlsx方面的具体困难。"
pjxyqwbk893,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk893，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.918。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbk900,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk900，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.835。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 作业提交 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 成绩，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在成绩方面的具体困难。"
pjxyqwbk949,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk949，当前画像属于 自律 型。
画像深描：【学业游离型预警】注意：该生目前虽然标记为自律画像，但模型检测到其核心成绩指标或线上学习参与度存在断层。这部分同学正处于学业危险边缘，需重点关注其是否逐渐脱离校园正常轨道。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 atten 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 成绩，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在成绩方面的具体困难。"
pjxyqwbk953,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk953，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.823。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 成绩，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在成绩方面的具体困难。"
pjxyqwbk954,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk954，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.801。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 成绩，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在成绩方面的具体困难。"
pjxyqwbk956,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk956，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.927。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 体育课_特征向量_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk964,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk964，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.967。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 Scholarship_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqxbj015,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj015，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.842。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Evaluation_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqxbj023,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj023，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.85。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 基本信息，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在基本信息方面的具体困难。"
pjxyqxbj029,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj029，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.852。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 社团活动_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在社团活动_特征向量_vector.xlsx方面的具体困难。"
pjxyqxbj038,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj038，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.85。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqxbj039,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj039，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqxbj040,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj040，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 Scholarship_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqxbj043,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj043，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.847。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 体测数据_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体能，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体能方面的具体困难。"
pjxyqxbj046,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj046，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.862。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Tags_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqxbj048,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj048，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Portrait_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 基本信息，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在基本信息方面的具体困难。"
pjxyqxbj051,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj051，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 体育课_特征向量_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 学生签到_特征向量.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在学生签到_特征向量.csv方面的具体困难。"
pjxyqxbj052,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj052，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqxbj058,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj058，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.851。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Portrait_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体测数据_特征轨迹_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体测数据_特征轨迹_vector.xlsx方面的具体困难。"
pjxyqxbj063,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj063，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.971。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 社团活动_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在社团活动_特征向量_vector.xlsx方面的具体困难。"
pjxyqxbj064,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj064，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.851。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 体测数据_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqxbj065,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj065，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.864。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Tags_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 学生签到_特征向量.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在学生签到_特征向量.csv方面的具体困难。"
pjxyqxbj066,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj066，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.863。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqxbj067,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqxbj067，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
